filename,path,ground_truth,predicted_class,confidence_score,content_type,analysis_text,is_correct,folder
f0104.jpg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/human/fake/f0104.jpg,AI-generated,AI-generated,90,Human Face,"The image shows several indicators of potential AI generation or digital manipulation. Facial analysis reveals smooth skin textures with a lack of natural blemishes or pores, which is often a sign of AI generation. The facial features appear symmetrical, but the overall smoothness suggests synthetic creation. Lighting consistency is questionable; the shadows and highlights on the face do not perfectly match the background lighting sources, indicating possible compositing. The background integrity shows a lack of depth of field and seamless edges, which are common in AI-generated images. Image quality uniformity is inconsistent, with the face appearing sharper than the background, suggesting digital editing. Anatomical accuracy is generally correct, but the hair texture appears overly smooth and lacks natural detail. Technical authenticity is compromised by the absence of natural compression artifacts and inconsistent noise levels. Visual coherence is disrupted by the unrealistic color transitions and material textures, particularly in the clothing. AI generation indicators include the overall smoothness and lack of intricate detail in facial features and hair. Digital manipulation signs are present in the form of possible compositing and post-processing. Overall, the image shows strong signs of being AI-generated with a high confidence level.",True,fake
1509220d-4125-40cb-b11c-8b2638d4558f.jpeg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/human/fake/1509220d-4125-40cb-b11c-8b2638d4558f.jpeg,AI-generated,Authentic,95,Human Face,"The image exhibits natural skin textures and symmetrical facial features, with realistic aging patterns and proper facial proportions. Lighting is consistent with shadows matching the light source, and reflections appear realistic. The background shows seamless edges and realistic perspectives, with objects properly anchored and a natural depth of field. Image quality is uniform, with consistent resolution and clarity, and natural compression artifacts. Anatomical features such as finger count and limb positioning are accurate, with realistic body mechanics. Technical authenticity is supported by natural compression patterns and appropriate grain/noise levels, with consistent metadata. Visual coherence is maintained with style consistency, natural color transitions, and realistic material textures. There are no obvious AI generation indicators such as unusual artifacts or impossible geometry. No signs of digital manipulation such as photo editing or compositing are detected. Overall, the image appears naturally photographed with no significant indicators of AI generation or digital editing.",False,fake
f1004.jpg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/human/fake/f1004.jpg,AI-generated,AI-generated,95,Human Face,"The image shows several indicators of AI generation. Facial analysis reveals overly smooth skin textures and symmetrical features that lack natural imperfections. Lighting consistency is generally maintained, but reflections and shadows appear unnaturally uniform. The background is plain, reducing the ability to assess depth and perspective. Image quality is consistent, but the resolution is uniformly high, which is typical of AI-generated images. Anatomical accuracy is maintained, but the facial proportions are idealized. Technical authenticity shows a lack of natural compression artifacts, and noise levels are minimal, suggesting synthetic generation. Visual coherence is high, with consistent style and color transitions. AI generation indicators include the absence of natural blemishes and overly perfect symmetry. Overall, the image exhibits strong signs of AI generation with minimal natural indicators suggesting authenticity.",True,fake
f01.jpg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/human/real/f01.jpg,Authentic,AI-generated,85,Human Face,"The image shows several indicators of potential AI generation. Facial analysis reveals smooth skin textures with a lack of natural imperfections, which can be a sign of AI synthesis. The lighting appears consistent with the light source, but the reflections and shadows are overly smooth and lack natural variation. The background is blurred, which is typical in AI-generated images to focus on the subject, but it lacks realistic depth of field and perspective. Image quality is uniformly high, with no visible compression artifacts, which is unusual for natural images. Anatomical features such as facial proportions appear correct, but the overall smoothness and lack of detail suggest digital manipulation. Technical analysis shows consistent noise levels, but the absence of natural grain patterns is notable. Visual coherence is maintained, but the style is overly polished. There are no obvious digital manipulation signs like cut edges, but the overall appearance suggests AI generation. The image lacks natural indicators of authenticity, such as varied textures and imperfections.",False,real
oar2.jpg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/human/real/oar2.jpg,Authentic,Authentic,95,Human Face,"The image shows no immediate signs of AI generation or digital manipulation. Facial analysis indicates natural skin textures and symmetrical features. Lighting is consistent with shadows matching the light source, and reflections appear realistic. The background shows seamless edges and realistic perspectives with natural depth of field. Image quality is uniform with consistent resolution and clarity. Anatomical features such as finger count and limb positioning are accurate. Technical authenticity is supported by natural compression patterns and appropriate noise levels. Visual coherence is maintained with consistent style and natural color transitions. No AI generation indicators such as unusual artifacts or impossible geometry are present. Overall, the image appears authentic with no evidence of digital editing or compositing.",True,real
0ad39ce1-040d-4a12-b56a-760fedb163e9.png,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/fake/0ad39ce1-040d-4a12-b56a-760fedb163e9.png,AI-generated,Modified,85,Natural Things,"The image appears to be mostly authentic with a notable modification. The building and surrounding environment show consistent lighting, natural shadows, and realistic depth of field. However, the bird in the lower right corner exhibits signs of digital manipulation. Its size and placement are inconsistent with natural proportions and perspective. The bird's texture and color contrast sharply with the rest of the image, suggesting it was added digitally. There are no visible compression artifacts or unusual noise patterns in the main image, indicating it is likely authentic aside from the added element.",False,fake
89020_a.png,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/fake/89020_a.png,AI-generated,Authentic,95,Natural Things,"The image shows a flooded urban area with buildings and vegetation. The lighting appears consistent with natural outdoor conditions, with shadows and reflections matching the overcast sky. Background elements such as buildings and trees have realistic perspectives and are properly anchored. The depth of field is natural, with distant objects appearing slightly less detailed. Image quality is uniform, with consistent resolution and no noticeable compression artifacts. There are no signs of anatomical inaccuracies or impossible geometries. The overall style and color transitions are coherent, with realistic material textures. There are no obvious indicators of AI generation, such as unusual artifacts or synthetic patterns. No evidence of digital manipulation, such as compositing or post-processing, is detected. The image appears authentic and naturally photographed.",False,fake
89027_20241216_191642_inpainted.jpeg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/fake/89027_20241216_191642_inpainted.jpeg,AI-generated,Modified,90,Natural Things,"The image shows several indicators of digital manipulation or AI generation. The most prominent anomaly is the unnatural split in the water, which defies realistic physics and suggests digital editing. The water appears to be unnaturally parted, creating an impossible geometry that is not consistent with natural water flow. Additionally, the lighting and shadows on the buildings and trees do not consistently match the direction and intensity of the light source, indicating potential compositing. The background elements, such as trees and buildings, show signs of inconsistent resolution and clarity, with some areas appearing sharper than others, suggesting possible manipulation. There are also unusual artifacts and patterns in the water texture, which are common indicators of AI generation. Overall, these inconsistencies and anomalies strongly suggest that the image has been digitally modified or generated using AI techniques.",False,fake
0a1a9055-c6a0-465e-a252-0c2a46a492e8.png,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/fake/0a1a9055-c6a0-465e-a252-0c2a46a492e8.png,AI-generated,Modified,75,Natural Things,"The image shows several indicators of potential digital manipulation. The bird in the foreground appears to have an unnatural blur and blending with the background, suggesting possible compositing. The lighting on the bird does not match the rest of the scene, with inconsistent shadowing and reflections. The background elements, such as the radar dome and buildings, appear consistent with natural lighting and perspective, showing no obvious signs of manipulation. The overall resolution and clarity are uniform, but the bird's presence disrupts the natural depth of field. There are no apparent AI generation artifacts, but the bird's integration into the scene is suspicious. The technical metadata and noise levels appear consistent with a natural photograph, except for the bird, which seems digitally inserted.",False,fake
89025_20241216_225903_inpainted.jpeg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/fake/89025_20241216_225903_inpainted.jpeg,AI-generated,Authentic,95,Natural Things,"The image appears to be an aerial view of a landscape with buildings and greenery. The lighting is consistent with natural outdoor conditions, showing realistic shadows and reflections. The background integrity is maintained with seamless edges and a natural depth of field. Image quality is uniform, with consistent resolution and clarity. No anatomical features are present to analyze. Technical authenticity is supported by natural compression patterns and appropriate noise levels. Visual coherence is maintained with consistent style and natural color transitions. There are no obvious AI generation indicators such as unusual artifacts or impossible geometry. No signs of digital manipulation or post-processing modifications are evident. Overall, the image appears authentic with no significant indicators of AI generation or digital editing.",False,fake
89023_20241216_192304_inpainted.jpeg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/fake/89023_20241216_192304_inpainted.jpeg,AI-generated,Authentic,95,Natural Things,"The image shows a flooded urban area with several buildings and submerged objects. Facial analysis is not applicable as there are no visible faces. Lighting consistency appears natural with shadows and reflections matching the overcast lighting conditions. Background integrity is maintained with realistic perspectives and natural depth of field. Image quality is uniform with consistent resolution and clarity, showing natural compression artifacts. Anatomical accuracy is not applicable due to the lack of visible human figures. Technical authenticity is supported by natural compression patterns and appropriate noise levels. Visual coherence is consistent with natural color transitions and realistic material textures. There are no obvious AI generation indicators such as unusual artifacts or impossible geometry. Digital manipulation signs are not evident, as there are no visible seams or inconsistencies. Overall, the image appears to be authentic with no significant signs of AI generation or digital modification.",False,fake
0bc32630-dc63-4b91-bbb7-f009223fef44.png,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/fake/0bc32630-dc63-4b91-bbb7-f009223fef44.png,AI-generated,Modified,85,Natural Things,"The image shows several indicators of digital manipulation. The most prominent anomaly is the circular object in the sky, which appears to be artificially inserted due to its unnatural placement and lack of shadow or reflection on surrounding surfaces. The bird in the image also seems to be digitally added, as its lighting and shadowing do not match the rest of the scene, and it appears to be floating without a natural anchor point. The lighting across the image is inconsistent, with the bird and circular object exhibiting different light sources compared to the rest of the scene. The background and buildings appear authentic, with natural depth of field and consistent resolution. However, the presence of the digitally inserted elements suggests post-processing modifications. No obvious AI generation patterns are detected, but the digital artifacts indicate manual editing. Overall, the image is likely digitally modified due to the presence of these elements.",False,fake
89025_20241216_174248_inpainted.jpeg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/fake/89025_20241216_174248_inpainted.jpeg,AI-generated,Authentic,95,Natural Things,"The image shows an aerial view of a landscape with buildings and vegetation. The overall image quality appears consistent, with no obvious resolution discrepancies or unnatural compression artifacts. Lighting and shadows seem coherent with the visible light sources, and reflections appear natural. The background and foreground elements are well-integrated, with no visible seams or perspective issues. Anatomical accuracy is not applicable as there are no human figures present. There are no apparent digital artifacts or signs of AI generation, such as unusual patterns or impossible geometries. The image metadata is not available for analysis, but the visual coherence and material textures appear realistic. Based on the visual evidence, there are no significant indicators of digital manipulation or AI generation.",False,fake
89020_20241217_162050_inpainted.jpeg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/fake/89020_20241217_162050_inpainted.jpeg,AI-generated,Authentic,95,Natural Things,"The image shows a flooded urban area with buildings and trees partially submerged. Facial analysis is not applicable as there are no visible faces. Lighting consistency appears natural with shadows and reflections matching the overcast sky. Background integrity is maintained with seamless edges and realistic perspectives. Image quality is uniform with consistent resolution and natural compression artifacts. Anatomical accuracy is not applicable due to the absence of human figures. Technical authenticity is supported by natural compression patterns and appropriate noise levels. Visual coherence is consistent with natural color transitions and realistic material textures. No AI generation indicators such as unusual artifacts or impossible geometry are present. There are no signs of digital manipulation or post-processing modifications. Overall, the image appears naturally photographed with no indicators of AI generation or digital editing.",False,fake
89028.jpeg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/real/89028.jpeg,Authentic,Authentic,95,Natural Things,"The image appears to be an aerial photograph of a flooded area. Facial analysis is not applicable as there are no human subjects. Lighting consistency is natural, with shadows and reflections matching the light source, suggesting authenticity. Background integrity shows seamless edges and realistic perspectives, with objects properly anchored and a natural depth of field. Image quality is uniform, with consistent resolution and clarity, and natural compression artifacts are present. Anatomical accuracy is not applicable due to the absence of human figures. Technical authenticity is supported by natural compression patterns and appropriate noise levels. Visual coherence is maintained with consistent style, natural color transitions, and realistic material textures. There are no obvious AI generation indicators such as unusual artifacts or impossible geometry. No signs of digital manipulation such as photo editing or compositing are detected. Overall, the image appears to be naturally photographed with no significant signs of AI generation or digital editing.",True,real
89023.jpeg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/real/89023.jpeg,Authentic,Authentic,95,Natural Things,"The image appears to be authentic with no significant indicators of AI generation or digital manipulation. Facial analysis shows natural skin textures and realistic proportions. Lighting is consistent with shadows and reflections matching the overcast conditions. Background integrity is maintained with seamless edges and realistic depth of field. Image quality is uniform, with consistent resolution and natural compression artifacts. Anatomical accuracy is observed with correct proportions and natural limb positioning. Technical authenticity is supported by natural grain and noise levels. Visual coherence is consistent with realistic color transitions and material textures. No AI generation indicators such as unusual artifacts or impossible geometry are present. Overall, the image shows no signs of digital editing or compositing.",True,real
89027.jpeg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/real/89027.jpeg,Authentic,Authentic,95,Natural Things,"The image shows a natural disaster scene with water flowing through a breached area. The lighting appears consistent with natural outdoor conditions, with shadows and reflections matching the light source. Background elements such as trees and buildings have realistic perspectives and are properly anchored. The depth of field is natural, with distant objects appearing appropriately blurred. Image resolution and clarity are consistent, with no noticeable compression artifacts. Anatomical accuracy is not applicable as there are no close-up human features. Technical authenticity is supported by natural noise levels and consistent metadata. There are no visible signs of AI generation such as unusual artifacts or impossible geometry. No evidence of digital manipulation or post-processing modifications is detected. Overall, the image appears to be naturally photographed with no indicators of AI generation or digital editing.",True,real
89020.jpeg,/home/shiphra/Aibos/Verify-Service-Test/verify/static/images/natural_things/real/89020.jpeg,Authentic,Authentic,95,Natural Things,"The image shows a flooded urban area with consistent lighting and natural shadows that match the overcast sky. The reflections in the water appear realistic, and the perspective aligns with a natural aerial view. Background elements such as buildings and trees are seamlessly integrated with no visible artifacts or unnatural edges. The image quality is uniform, with consistent resolution and natural compression artifacts. There are no signs of anatomical inaccuracies as no human figures are prominently visible. The overall style and color transitions are coherent, with realistic material textures and physics. No unusual artifacts or patterns indicative of AI generation are present. There is no evidence of digital manipulation such as compositing or post-processing. The image appears to be naturally photographed.",True,real
